key,smu,score,heading,category,date,description
L003,5373,30,Piperos Delivered Drinking Water to Homes Without Access,Ranch,1928,"Water scarcity has always been a major concern in the arid Rio Grande Valley, including Mercedes. Many ranches had access to water from the Rio Grande River or one of the inland resacas (lakes). However, those that did not had to dig wells to provide fresh water for agriculture and household use. This water was often brackish and not suitable for drinking. 

As a result, vendors known as piperos filled barrels with fresh drinking water from good wells or the Rio Grande River and delivered it to homes using mule-drawn wagons. This was a vital service that ensured that people had access to clean water in the dry conditions. [28]"
Q005,5360,30,Vogue Motel Rooms in Mercedes Featured Air Conditioning,Motels,1961,"The Vogue Motel, which opened in the 1950s, served as a home away from home for many winter Texans and other guests. It appears to have been the first air-conditioned motel in Mercedes. The exact date of the Vogue Motel's closure is unknown, but it is believed to have been sometime in the early 2000s.

The advertising copy on back of card says: 'Vogue Motel Quarter Mile East of Mercedes, Texas. US Highway No 83. Telephone LO 5-1140. Rooms - Kitchenettes - Car Ports. A  Home Away From Home. Air Conditioned. In the Heart of the Lower Rio Grande Valley of Texas. Dorothy and Jerry Mayer, Managing Owners'."
A008,5166,30,Buck School Students Walked to Mercedes City Park for Recess,Schools,1912,"At recess, teachers and students often walked the 4 blocks from the Buck School to Mercedes City Park to enjoy their break. In this postcard, many of the students are dressed formally, with boys wearing ties. Perhaps the photo was taken on a special occasion, such as the last day of school. To shield themselves from the intense South Texas sun, most of the adults and children wore hats. The inscription on the reverse side of the card reads, 'I am standing on the left. Miss Bowman is seated, and the two male teachers are with the children.'"
R002,5466,30,Mercedes Hotel Was Located At Texas Avenue and 2nd Street,Mercedes Hotel,1907,"For many years, the local newspaper published reports of receptions, social events, and business meetings held at the hotel. In addition, the newspaper featured a weekly list of the guests staying at the hotel.  

For example, on April 29, 1915 the Mercedes Tribune reported 'Thursday afternoon Quentin Lacy entertained a few of his girl and boy friends from 4:30 to 6:00 at the hotel.  Thursday evening Miss Nell Lacy delightfully entertained her girl friends at 8 this evening at her home, the Mercedes Hotel.'"
Q007,5339,30,Stewart Club House Was On Beautiful Resaca Southeast of Mercedes,Entertainment,1920,"The Stewart Club House was one of many clubhouses Mercedes land developers built to entertain customers during the early 1900s.  It was located on Llano Grande Lake near Mercedes. The lake is now known as Progresso Lake and the Club House no longer stands.  The lake is actually a resaca, an arm of the Rio Grande River that became isolated when the river changed course.

The W.E. Stewart Land Company promotional brochure lured buyers with this exaggerated description: 'This is where the Stewart Land Co. entertain their excursions parties while in the Rio Grande Valley.  Beautiful Rio Grande Lake is long and deep, its banks overshadowed with trees. The slopes are covered with sweet scented wildflowers, and fishing provides a profitable pastime'.  [35][36]"
A002,5197,30,Cabbage Wagon Waiting at Train Station for Shipping,Agriculture,1909,"The image shows around 20 horse-drawn wagons loaded with cabbages, waiting to be transported to market on a muddy, unpaved road near the Mercedes Train Station. According to the card inscription, the market price for cabbage was $45 per ton at the time, and the shipping season was from February to April. The Rio Grande Valley had a year-round growing season, but transportation to Northern markets was limited because produce would spoil. Cabbage and onions, which could be transported long distances without refrigeration, were the first winter vegetable crops cultivated in the valley. Refrigerated rail cars became more widely available in the 1920s, and refrigerated trucks in the 1930s, allowing Mercedes farmers to produce and market a wider variety of fruits and vegetables.  [1][24]"
Q012,5495,31,Stewart Club House Promotional Brochure Lured Potential Land Buyers,Entertainment,1916,"The image of the Stewart Club House was featured in the land development company promotional brochure. In 1913, the American Rio Grande Land and Irrigation Company acquired a significant portion of the Llano Grande grant and developed the West Tract. [35] In 1916, the United States government stationed troops along the Rio Grande to control raids from Mexico and established a camp at the Llano Grande railroad depot, near Mercedes. The guardsmen erected a watchtower at Progreso. On December 14, 1917, the irrigation company sold 30,000 acres at 90 dollars per acre to the W. E. Stewart Land Company. [53]"
H001,5370,33,"The Evans Home, Mercedes, Texas Spanish Colonial Style",Homes,1921,"This small Spanish Colonial residence in Mercedes is identified in the caption as The Evans  Home. The home served as the manse (minister's home) for the First Presbyterian Church at one time. It has a stucco exterior of a color similar to the Graham School, which was constructed during the same period. Although it does not have a tile roof, the Spanish Colonial style facade can be seen on the right side.  Look closely to see a man sitting on one of the front porch chairs. The address of the home is unknown and it is not clear whether the house is still standing today."
U010,5519,34,"Alladin Kit Home Residence of Ed Hiel, Mercedes Texas",Homes,1913,"Woman standing in front of the farm home of early Mercedes settler Ed Hiehl in 1913. The home has the characteristic features of one of the many styles of Aladdin Kit Homes, a four sided pyramid shape roof and dormer windows. [39][40]"
E001,,34,Homes of Mercedes Postmaster J.H. Griffin and G.K. Watson,Homes,1914,"Mercedes' first postmaster Mr. J.H. Griffin, postmaster owned the home on the right and Mr. G.K. Wattson owned the home on the left. [49]

It is possible that these homes were Aladdin Kit Home bungalows built in the early 20th century in Mercedes. The homes were ordered from a catalog and assembled upon arrival. These homes feature pyramid shaped four sided roofs, white porch columns, dormer windows, closely resembling the Denver Model in the 1915 Aladdin catalog. [40][49]"
A001,5196,34,Original Hidalgo County Bank Building on Northeast Corner of Texas and 3rd,Industry,1913,"The Hidalgo County Bank building, which is pictured here was founded in 1907 by J.M. Johnson, William M. Price, S.P. Silver, and John Closner. It was the first bank in Mercedes. Several of the founders were also investors in the American Rio Grande Land and Irrigation Company. Other early banks in Mercedes included Planters Bank and First National Bank. In 1928, Hidalgo County Bank moved to a new building that was constructed diagonally across the street in the empty lot seen here. The bank survived the Great Depression of the 1930s and thrived until it collapsed during the banking crisis in 1989.  The original building still stands today and has been occupied by many businesses over the years. [93]"
Q009,5476,34,"American Rio Grande Land Company Clubhouse, Still Stands North of Mercedes",Entertainment,1938,"This Dutch Colonial style structure was built by the American Rio Grande Land and Irrigation Company as a clubhouse for prospective land buyers in the 1910s. [35] It still stands on Harmony Hill, just North of Mercedes.  Over the years it has served as the location for various organizations and clubs. Many modifications have been made to the original structure, and it is now abandoned and in need of repair. "
Q001,5350,35,Hidalgo County Bank Advertisement Postcard,Industry,1916,"Looking Northeast in Mercedes from the corner of Texas Avenue and 3rd Street at Hidalgo County Bank in its original building which was built in 1907.  The building has changed hands many times over the years. For several decades, it was Queen City Drug which had a full soda fountain and a huge cosmetic counter. Today the building houses a restaurant. The building and those to its right still retain many of their original Spanish Colonial architectural features. The bank moved to a new building in 1928."
E018,5314,36,Mission Revival Style Home on Capisallo Street Still Stands Today,Homes,1912,"This Mission Revival Style residence may have been built for the Camp Llano Grande commanding officer.  It is a brick structure with a stucco overlay, and features the  arches and an inner court yard. Each side of the home is crowned by a  Mission Revival style parapet. Other Mission Revival features are the stucco exterior and the soft arches.

Note the windmill peeking over the roof in the center of the home.  The home still stands on the southern end of Capisallo Street, across from the main canal. For many years, there was rumored to be door in the home connecting to  a tunnel which ran all way to the to the Rio Grande River and Mexico."
L015,5321,40,"Hidalgo County Bank Featured Walnut Fixtures, Rich Mosiac Tile Floor, Elevators",Industry,1940,"When the Hidalgo County Bank moved to this new building in 1928, the newspaper said 'One of the most modern structures in South Texas, and the only building outside Brownsville to be equipped with elevator service. Steam heat is provided for every office...The interior of banking rooms present a most unusual effect with walnut fixtures throughout, and a tile floor of rich mosaic colorings. Windows for ten tellers are provided, with separate offices for bank officials. ' The building was one of several in Mercedes designed by R. Newell Waters. [69]

Hidalgo County Bank and Trust was 82 years, 26 days old when it was closed  on July 26, 1989 by the Texas State Banking Commission after being declared insolvent.  [93] The building remains standing today in 2023, but the fine exterior was covered over during a renovation project in the 1990s."
R048,5465,40,Ladies Reading and Chatting at Front Yard Tent Party in Early Mercedes,Events,1913,"The postcard shows eight well dressed young women at an outdoor party in early Mercedes. Some are reading books and newspapers. The inscription states  'Dearest Adeline, These are the members of the week-end tent party taken in the yard in front of the tent. The two young ladies in white standing were the hostesses. Miss Page is sitting next to me then Miss Lastinger and Miss Evins. Miss Hodges has on the cap and Miss Gladys Lastinger is back of them. So now you will know more of Mercedes people. Worlds of love. Aunt Eleanor'.

It is not clear what a tent party was in that era. Perhaps it was a garden party, or perhaps a party in one of the tents early Mercedes residents lived in since few hotels or houses were available.  Note the white dresses and blouses which must have been difficult to keep clean in the living conditions of early Mercedes."
U009,5517,40,Motel Camp Mercedes on Old 83,Motels,1938,"Motel camps such as this became popular as more people could afford automobiles and vacation travel. Motels allowed travelers to park their cards by their rooms, a feature not available in hotels. It is not clear where in Mercedes this motel was located, probably on old Highway 83.

The sender of the card was apparently also the owner of the camp. He wrote on the postcard: 'John F Jordan Camp Mercedes 8-5-38. Dear friends, sending you a photo of part of our Camp. Sorry you can't come down. here. Some places you can live so much cheaper here. Can you come soon. I am planning on a trip to Mo-Ill- and Ind this fall. So write me a long letter please. How is our church now. hope you will come down soon. with best wishes. I  am your friend, Jordon'"
R010,5491,40,Buck School Demolished After Hurricane Damage in 1933,Schools,1912,"In the early days, some area ranches provided on-site schools for the children who lived there. In 1907, when Mercedes was founded, the school district provided classes in churches and other buildings. [97]  In 1912 the Buck School Building was completed. It  accommodated all grades until the high school moved into the new South School building in 1921. [27]  Even after the Buck School opened, some ranch owners continued to provide  schools for since the distance was too far to travel before automobiles were widely available.

In 1933, the Buck School was demolished due to major damage by a hurricane. All classes moved to the North and South Schools which had been constructed by then."
N003,5327,40,Vegetables Were Grown in Mercedes During Winter Months,Agriculture,1916,"Agricultural workers picking vegetables into bushel barrels on a Mercedes farm. One of the advantages for Valley farmers was the dual growing season which allowed cotton production in the summer and fruit and vegetable production during the cooler months.  According to Dr. Jose Amador, Texas Agricultural and Mechanical College, A mild climate provided a year-round growing season that allowed for all kinds of crops to be grown here, but the mainstays have been vegetables, citrus, sugarcane, cotton and grains.[1]"
E019,5307,40,View of Mercedes Hotel from a Distance,Mercedes Hotel,1909,"This postcard shows a wide view of the Mercedes Hotel that reveal details not apparent in other photographs. There are stone arches above the windows on the first floor, and there is a stone foundation and possibly a basement. There are at least eight chimneys, indicating that each hotel suite probably had its own fireplace. Fireplaces would have been the primary source of heat, as gas and electric heat were not available when the hotel was built."
R016,5497,40,Camp Mercedes Cavalry Band Played Concerts in the Park During WWI,City Park,1916,"This postcard depicts a sidewalk flanked by palm trees through Mercedes City Park. During World War I, the local newspaper announced almost every weekend that the Cavalry Band from Camp Mercedes would perform a concert in the bandstand at Mercedes City Park. For example, in October 1917, the Mercedes Enterprise reported that 'The Sixteenth Cavalry Band will play from 7 to 8 on Sunday and Wednesday evenings...the courtesy of the performers in giving us the concert is fully appreciated.'"
B014,5172,40,Camp Mercedes Soldiers Guarding Irrigation Pumping Station,Camp Mercedes,1917,"This postcard features a dozen cavalry soldiers guarding the Mercedes irrigation pump station along the Rio Grande River. Two children are seated with them. On April 30, 1916, soldiers had been fired on from across the Mexican border. Despite 150 rounds being exchanged, none of the American soldiers were injured. It was feared that the pump station would be a likely target for continuing raids from across the border. [84]"
B108,none,40,Mercedes Railroad Depot First on Valley Railroad Branch,Infrastructure,1907,"The Mercedes railroad spur in the first half of the 20th Century was Valley focal point for shipment of citrus and vegetables to markets nationwide. Before the railroad was established, large scale production of  fresh produce was not feasible in the Valley since there was no way to get products to markets quickly.  A temporary station platform was used until this permanent Railroad Depot was completed around 1907.  One pleased passenger wrote of the new depot 'its a beauty and up to date in every way'. "
B005,5170,40,Children Working on Mercedes Main Canal Dredging ,Irrigation,1906,"There were no child labor laws in the early part of the century.  Many children worked on the Meredes canal dredging project.  Here a group of children pose, some barefoot, with their buckets and crude tools in front of a mule team.  Today in 2023, the Mercedes canal system continues to supply local irrigation water for farms and orchards, a testament to these children and others who labored to build it over a century ago."
R049,5490,40,"Planters State Bank, West from Texas Avenue and 4th",Downtown,1912,"The postcard depicts a view of Texas Avenue and 4th Street in Mercedes, Texas, looking west. It was taken in 1912, when automobiles and horse-drawn buggies still shared the roads. The Planters State Bank, which opened in 1911 and merged with Hidalgo State Bank in 1914, is located on the left side of the street. To the right of the bank is a drugstore and Rio Grande Hardware. The inscription on the card identifies the man in the car as Ernest.

The presence or absence of streetlights, as well as their style, can provide clues to the date of a photograph. Gas streetlights were used in the late 19th century, while electric street lights became available in the early 20th century. This early photograph shows that Mercedes had not yet installed electric streetlights in 1912."
J004,5342,40,Group of Jacale Homes on Large Mercedes Area Ranch,Ranch,1907,"Most Spanish Land Grant ranches developed into  communities of families who lived and worked there.  Family members worked as vaqueros, blacksmiths, cooks, carpenters, herdsmen and livestock managers on the largely self sufficient ranches.  [27]

A typical ranch included the grazing land,  main house where the hacendado (ranch owner) lived, a chapel, a school, work sheds, vegetable gardens, corrals, and worker's houses called jacales. The chapel and hacendado of such a ranch can still be seen at Tuluca Ranch 3 miles South of Mercedes. [27]"
E005,5181,40,Rio Grande River Supported Thriving Ecosystem of Trees and Wildlife,Nature,1912,"Founded five miles from the Rio Grande River, Mercedes was situated in a rich natural ecosystem. Native trees included Sabal palm, Honey mesquite, Paloverde, Texas Ebony, and Ratama. [76] The area hosted many species of birds, including the Crested caracara, Great Kiskadee, Altamira Oriole, Ringed kingfisher, Green Jay, and Chachalaca. Mammals such as Javelinas, Ocelots, Bobcats, and Coyotes also inhabited the region, as well as dozens of species of reptiles and amphibians. 

Biodiversity has declined as habitat has been lost, some species that were once abundant are now rare. However, the area is still rich in wildlife, and some protection is provided by Santa Ana Wildlife National Wildlife Refuge, Llano Grande State Park, and other lands."
L025,5317,40,Llano Grande Resort Clubhouse Still Stands West of Mercedes,Entertainment,1940,"The Llano Grande Country Club House was the one of many buildings in the Mercedes area designed by architect Newell Waters. Construction began in 1928. The structure was built of hollow tile covered with stucco, with a Spanish tile roof and reinforced concrete foundation. A tower was located on the west side, and the first floor contained a ladies' parlor, men's locker rooms, and showers. The club house was finished inside and out with native wood.  According to the local newspaper, the club house was 'situated on the banks of the Llano Grande Lake in one of the most beautiful spots in the Valley.' [57]

The building later became a residence for Harold Lehman. Today the clubhouse serves as offices for the Llano Grande Lake Park Resort. [4]"
O101,none,50,Early Businesses on the Northeast Side of Mercedes City Park,City Park,1916,"This view looks South from Texas Avenue and  the railroad track.  On the left is 'Mercedes Bank of Commerce, Guaranty Fund Bank'. Mercedes City Park is on the right.  A little past the park the Mercedes Hotel sits back from the road, and just beyond it 'Mercedes Drug Company'.   The three bulb street lights and the absence of horse drawn carriages indicate the photograph was taken around 1916/"
B016,5152,50,National Guard First Infantry Stationed at Camp Llano Grande in 1917,Camp Llano Grande,1916,"In this postcard, six National Guardsmen and the camp cook (the man wearing a white apron) are pictured  at Llano Grande Rail Station.  A short track connected Camp Llano Grande to the San Fordyce Branch of the St. Louis, Brownsville, and Mexico Rail Station in Mercedes. That station connected to the larger railroad network and provided transportation for soldiers and materials.

In 1917 the Infantry First Brigade at Camp Llano Grande under the command of Brigadier General E.M. Louis  consisted of the First and Second Infantry, both from Indiana, and the Fifth Infantry from Nebaska. [84]"
I003,5318,50,Mercedes Elks Club with Elegant Ballroom Was A Popular Venue,Industry,1928,"The Elks Club built this Mediterranean-style building with a red tile roof, stucco exterior, and arched windows at Missouri Avenue and 2nd Street in Mercedes in 1928. It stands today but is now boarded up and abandoned. During the Great Depression, the Elks Lodge's revenues declined, and businesses began to rent office space in the building. It became the Chamber of Commerce Building in the 1940s. [64][65] When  the older Mercedes Hotel that stood at the corner of Texas and Second Street was demolished in the 1950s, this building became a hotel, and was renamed the Mercedes Hotel.  So, it often confused with the older Mercedes Hotel."
U022,5511,50,Hurricane of 1909 Puts Mercedes under 14 Feet of Water,Events,1909,"This postcard shows flooded homes near the newly founded town of Mercedes after the Hurricane of 1909. Some areas were as much as 14 feet underwater.  However, the flood damage was minimal since there  were still not many buildings in the new town.

Thirteen years later, the  flood of 1922 was another matter. By then,  Mercedes was more developed. Residents tried to protect the city by building temporary levees.  However, their efforts were futile. The makeshift levees broke and the downtown was severely flooded causing damage to many buildings. [21]"
I001,5304,50,Downtown Mercedes Cars Parked in the Middle of the Street,Downtown,1919,"This photograph looks northeast from Texas Avenue and 3rd Street in Mercedes, Texas. The Hidalgo County Bank still occupies the same location on the east side of the street. Windows above the awnings of each building provided cross ventilation, which helped to keep the buildings cool as air conditioning was not then available.

In the early days, automobiles were sometimes parked in the middle of the street, rather than alongside the curb. This was because horses and buggies were still the primary mode of transportation, and hitches were embedded in the curbs to allow them to be tied up. As horses and buggies became less common, cars began to be parked at the curbs instead. This made more sense, as it allowed for more efficient use of space."
L002,5355,50,Horno Beehive Shaped Clay Oven on Mercedes Area Ranch,Ranch,1928,"Many Mercedes area ranches and other communities built large clay ovens called hornos. A wood fire was built inside allowing the thick clay chamber to absorb heat. After a few  hours the  coals were removed to a nearby container to reheat the oven as needed. Food was placed in the oven and the smoke hole and doorway sealed. The horno maintained a usable, though slowly dropping, temperature for several hours. [2]"
B012,5199,50,Rio Grande River FIve Miles From Mercedes Marks Border with Mexico,Nature,1907,"The Lower Rio Grande Valley is locally known as the Valley or RGV, and in Spanish as 'El Valle del Río Grande'. The region straddles the border between Texas and Mexico and is located in a floodplain of the Rio Grande River near its mouth at the Gulf of Mexico.

The postcard depicts the wide Rio Grande River near Mercedes  around the early 1900s. Numerous dams and diversions have today greatly reduced the river flow so that flooding rarely occurs. Known in Mexico as the Río Bravo del Norte, the Rio Grande is one of the principal rivers in the southwestern United States. Originating in south Colorado and flowing to the Gulf of Mexico, the river is 1,896 miles long."
E011,5160,,50,Two Small Churches of Very Early Mercedes Texas ,Body and Soul,1909,"The First Methodist Church of Mercedes built the church on the left and used it until building a new church in the 1960s.  The structure was then  utilized by the El Buen Pastor Iglesia Methodista congregation for many years until they also built a new church. [27]

The Mission Revival style church on the right has not been identified.  Typical of Mission Revival architecture, it features a parapet bell tower, soft arches and additional parapets on both sides."
J001,5329,50,Engineers Constructed a Syphon Shaped Conduit Under the El Fusti Ravine,Irrigation,1907,"Building the El Fusti Syphon was the most difficult engineering challenge of the Mercedes Main Canal irrigation project, which was financed by the American Rio Grande Land and Irrigation Company. In this postcard image, engineers and workers stand proudly in front of the El Fusti Syphon.  During the rainy season, the El Fusti Ravine was the main drainage artery into the Arroyo Colorado for the Mercedes area.  Building the Main Canal across the ravine would have interfered with this drainage.

The engineers designed and constructed a concrete conduit in the shape of an inverted siphon to channel the canal under the ravine. One of the first projects in Texas to utilize concrete, the El Fusti project was completed in 1914.  the syphon  consisted of a 42-foot-diameter, 1,200-foot-long concrete pipe embedded with wooden support beams. [22]  "
B015,5174,50,Camp Mercedes Soldiers by Medical Tent During Spanish Flu Epidemic,Camp Mercedes,1917,"US Army Troop C 16th Cavalrymen stand in front of the camp medical services tent, which is marked with a Red Cross flag.  They are attired in standard-issue pants, undershirts, hats, and laced boots.

In an effort to curb the spread of the Spanish Flu, officers issued an order banning Camp Mercedes soldiers from attending picture shows and public gatherings during the epidemic.  'A reappearance of influenza at some of the border posts led to the order and to other precautionary measures.  No cases have been reported at the camp and with the continuation of fair weather it is believed that the picture show ban will be lifted next week.'  [85]"
A110,,50,Buck School Heated by Fireplaces and Cooled by Open Windows,Schools,1912,"The presence of several chimneys and the absence of electrical lines suggest that fireplaces provided heating for the school.  Porches, verandas, and windows provided cooling during the warmer weather.  The purpose of the pole atop the dormer window is uncertain. It may have once been part of a weather vane, or it could simply be decorative. 

It is not known how many classrooms the school had, or whether there was a lunchroom. The school did have an auditorium used for school events. In addition, the local newspaper frequently announced civic organizations gathering at the school house auditorium, which must have been this auditorium, as no there were no others in Mercedes at the time.

"
E004,5171,50,Mercedes Railroad Depot Completed in 1907,Infrastructure,1914,"The Passenger and Freight Depot opened in 1907, the same year that Lonsboro was renamed to Mercedes. It was the most impressive structure in the area, and many people rode the train to Brownsville and back for entertainment. The train station was first established on July 8, 1904, as the first station on the San Fordyce Branch of the St. Louis, Brownsville, and Mexico Railway. It was served by a temporary platform until the depot was completed. [28]"
Q006,5336,50,First National Chain Motel Opens in Cornfields of Mercedes,Motels,1973,"This postcard depicts the Rodeway Inn, which opened in 1972 with much fanfare. For over ten years, a group of Mercedes investors known as the Mid Valley Community Hotel Organizers had been trying to persuade a national motel chain to build a motel in Mercedes. They believed that a national chain motel would provide greater economic benefits, even though there were already several local motels. [60] Their efforts were successful when the new hotel opened in 1972. Although it is no longer the showplace of its glory days, the motel is still open in 2023.

The advertising  copy on back of card says:  'Restaurant. Coffee Shop . Private Club. Pool. 24 hour switchboard . Direct local dialing. Free color T.V.  Ample parking space . Pets allowed . 9 miles from Mexico . Photo by Frank B. Whaley'"
R046,5462,50,"Mercedes Hotel, Mercedes, Texas",Mercedes Hotel,1907,"This postcard shows Mercedes Hotel from the corner of 2nd Street and Texas Avenue. The large wrap around porches helped keep the rooms cool in the summer heat. The hotel also had nine chimneys for the large fireplaces which supplied heat in the winter.  Later renovations to the hotel in the 40s added gas heat, but the hotel was never air conditioned.  Local newspaper ads for the hotel showed that rooms were rented by the day or week.  Also, the ads say the hotel restaurant served meals were served to hotel guests and the general public."
I005,5376,53,Methodist Episcopal Church later became El Buen Pastor Iglesia Methodista ,Body and Soul,1930,"The First United Methodist Church of Mercedes, pictured here, was erected in 1936. They utilized the building until the 1960s when the congregation built and moved to a new church several blocks South. The building then served the El Buen Pastor Iglesia Methodista congregation until being demolished in the 1960s when the congregation  built a new church on the same site.[27]"
A009,5182,54,Heidelberg area Church on Palm Sunday,Body and Soul,1915,"The Heidelberg area Lutheran church with palms over doors was built in 1911, as per the inscription on the back. The architecture is similar to that of rural German churches in Texas in that period, in particular the box-shaped steeple with a small shingled roof. Heidelberg was a small community founded by German farmers north of Mercedes. The community still exists today, but the church is no longer there. According to the inscription on the back of the postcard, the structure was moved to San Juan, Texas.[17][59]"
I006,5323,55, First Presbyterian Church on Missouri Avenue Featured Stucco Exterior,Body and Soul,1930,"This postcard features the First Presbyterian Church of Mercedes, which was built in 1912 at the corner of Fourth and Missouri Avenue. The church was founded by Evangelist S.M. Glasgow in 1909, who also founded Presbyterian churches in Matamoros, Brownsville, and Harlingen. In accordance with Mercedes building codes, the structure was built of stucco-covered brick. The sanctuary's unusual layout was diagonal.

The local paper in 1914 stated 'Preaching services every Sabbath, except the 3rd. at 11 a.m. and 8 p.m.' Sabbath school 9:45, every Sabbath, Christian Endeavor, 7 p.m. every Sabbath. A hearty welcome awaits you at this services.  That paper also contained notices for the Immanuel Lutheran Church 'near City Park' and  the Ebenezer Evangelic Lutheran Church, 'near the electric light plant.' [60]"
R018,5475,55,Mercedes Railroad Depot Provided Shipping for Agriculture,Infrastructure,1906,"The Mercedes Railroad Depot was built to bring prospective land buyers and other passengers to the Valley, but was also important for transporting  agricultural products to northern markets.  Mercedes City Park and the Mercedes Hotel were located adjacent to depot, welcoming travelers to the town.

Mercedes author and historian G.G. Garcia recalls that during wartime people would stroll around the park plaza waiting for the evening train to post letters and receive soldiers coming home for their final rest. Women, wearing shawls and silk rebozos, and smelling of flowers for the dead, crowded the train to receive the flag-draped coffins'. [92]"
F005,5369,56,Later view of First Presbyterian Church with Sunday School Addition,Body and Soul,1950,"The First Presbyterian Church building was constructed in 1912. In 1947, the interior was remodeled, and new classrooms and a kitchen were added. The remodeled exterior features a Mission Revival-style parapet, which is common in many early Mercedes structures. Additionally, a pipe organ imported from Germany was installed. The organ was funded by the Mary Stotler Fund, which was named after the organist who had served the church for many years. [48]

The building was demolished  when a new church was built on Texas Avenue in 1972. The organ was reinstalled in the new church building which still stands today in 2023."
I004,5325,60,First Baptist Church Once Hailed as  Magnificent Church Edifice in South Texas,Body and Soul,1940,"This First Baptist Church was organized in 1907. This church complex was built in 1920 and included the sanctuary, bell tower, auditorium, classrooms, kitchen and fellowship hall.  The local newspaper described its opening in great detail. 'Mercedes can boast of one of the most magnificent church edifices in this part of the state. The main auditorium has balconies at the front and rear and a seating capacity of 750 people. The interior has art glass windows on all sides. There is a private retiring and rest room for women, another for men and an office for the superintendent of the Sunday School. The bell tower is lighted and there are ornamental electric lights in front...'[44]

The Baptist Church closed during the 1990s. Since then the still standing building has served as a mission church and a preschool."
U021,5513,60,Mercedes Area Prone to Flooding Prior to Levee System,Events,1909,"This postcard shows a large barn-like structure and trees surrounded by water during the historic Flood of 1909. The flood occurred just months after the city had been incorporated the same year. [21]   The promotional brochures that land developers sent to potential buyers in the early 1900s did not mention that the paradise they were advertising was prone to  hurricanes and floods.  

After an even more severe flood in 1922,  construction began on an extensive system of levees and floodways to protect Mercedes and other towns in the lower Rio Grande Valley. This floodway system has been extended and continues to protect the area today in 2023. "
Q008,5496,60,Bougainvillea Restaurant Was Located On US 83 and Mile 2 West,Entertainment,1950,"The Mercedes Enterprise reported that the Bougainvillea Restaurant opened on Friday, October 10, 1947, and served 'Chickens, Steaks, Chops and Seafoods at all Hours.'   Mr. and Mrs. Al Strittmatter owned the restaurant which was located 'just past the highway bridge west of Mercedes'. [48] Its red tile roof, stucco exterior and Bougainvillea plant for which it was named, nodded to Mission style which was popular in the Mercedes area.

Local businesses Model Cleaning, Tullis Office Supply, Mercedes Sheet Metal Work, and Economy Plumbing took out large ads in the newspaper to welcome the new business to town. The restaurant was a popular spot for both dining and social gatherings. It closed in the 1960s and the empty building stood for many years before being demolished."
R009,5478,60,Sidewalks and Grass Lawn Added to the Buck School,Schools,1920,"Many site improvements had been added to the Buck School when this picture was taken, probably sometime in the 1920s.  There is a grass lawn, sidewalks, and the Texas Avenue in front of the school has been paved. In addition, the large post on the left side may have for electricity to provide lighting in the school.

Today little information is known today about the charming Buck School which played a crucial role in early Mercedes."
L013,5324,60,Mercedes Chamber of Commerce and Part of Business District,Industry,1940,"Looking East from Missouri Avenue and 3rd Street, this postcard features the Chamber of Commerce building that was originally built as the Elk's Lodge.  The home across the street on the right was  built and occupied for many years by Dr Caballero and his family.  Both buildings still stand today in the Mercedes Historic District.

The smokestack for the Electric Power Plant is seen in the distance. Although the smokestack was demolished years ago, the hulking power plant building still stands today in 2023."
D001,5153,60,Mercedes Greets the Prosperous 1920s with City's First Street Lights,Downtown,1925,"In this postcard, horses and buggies were no longer common in downtown Mercedes, and cars now park against the curb rather than in the middle of the street. The Mercedes Hotel is located on the distant left side, and beyond it is Mercedes City Park.

The image shows streetlights now installed on both sides of downtown Texas Avenue.  In 1918, the city council had obtained quotes for stylish iron fixtures from the Union Metals Company in Canton, Ohio.  But the thrifty councilmen decided instead to have them made locally out of concrete, copying the latest styles at a fraction of the cost. 'They will be seven feet high with an ornamental cross arm on top supporting three lights enclosed in round white globes. Each corner throughout the business section will be provided with one of these posts making four posts and twelve lights at each intersection.'  [67]

"
L016,5306,60,Mercedes City Park Neglected as Automobiles Rise In Popularity,City Park,1940,"Mercedes City Park was modeled after a traditional Mexican plaza, occupying one square city block and featuring a bandstand in the center. In this 1940s image the park has a larger, new bandstand. The Canary Island Palms are mature and there are no native Sabals to be seen. The park was a favorite gathering place in its early days. However, as automobiles became more popular, people drove to other places for entertainment, and the park had become neglected and ignored by the 1950s."
J002,5367,60,Construction of the El Fusti Syphon Was An Engineering Challenge,Irrigation,1907,"When completed, this El Fusti Syphon 'consisted of four pipes, each eight feet in diameter, leaving the canal by flood gates, south of the ravine, and dipping downward to avoid the bed of the ravine and rising again to practically the same level, enter the canal on the north side six hundred feet from the starting point.' [22] 

The El Fusti Syphon was located south of Mercedes, just west of where the main canal  passes through the Arroyo Colorodo. The name El Fusti originated with the Fusti Ranch, which was owned by hiers of Spanish land grantees Ynojosa de Ballí. El Fusti was a ravine which drained the ranch and surrounding area into the Arroyo Colorado. "
